aa,sced,cplx,site,resl,acap,etat,rely,data,prec,pmat,aexp,flex,pcon,tool,time,stor,docu,b,plex,pcap,kloc,ltex,pr,ruse,team,pvol,$>effort,$>months,$>defects,$>risk
1.18683275677,4.45594649117,2.65110026065,5.01305375028,3.13026253679,1.23187827376,5.49373187879,3.07002426145,4.4039711951,3.50551364092,4.7581044129,4.83430293067,1.38028922243,4.46696179687,3.75809899059,4.25880195193,3.27608770978,3.90893723021,9.73408305908,2.92236805271,1.06639397156,809.812559928,2.91783871127,2.67441538884,2.31654938912,2.3102317192,3.85465338434,1168.95756793,44.0848612605,4813.62474518,0.536193029491
4.49817511567,4.768172457,4.68686772788,3.92856469476,2.41717303099,3.52334821869,2.78125982867,2.62995514999,4.27345723423,1.66598464009,1.94597010273,4.83911397446,2.22124673463,4.77000892081,1.6759532756,3.4055576673,5.50541001131,4.47170230257,6.2671675044,1.94848681842,4.9105666506,57.9233598177,2.7320298431,2.85062970344,4.04030940845,1.76130689886,3.4686817527,247.060099696,29.4462187788,1239.2401507,1.60857908847
1.16573724338,1.18946705741,3.55659062542,1.59339176098,1.24017807978,4.2930604794,2.653449069,3.58213380659,3.03080656621,3.77265111381,4.45188400652,2.25879193383,3.62669949079,3.07451057218,3.53404233544,4.1647783651,5.10748318085,1.40303997718,6.42978622555,2.87689332682,3.43199280703,314.103068329,4.21831224988,1.70405374363,2.00123308132,2.97977233428,4.28200627419,1150.08429703,22.393266587,17747.4818515,2.14477211796
3.11364865492,3.70269354478,4.44833452899,4.39005549059,4.55933282365,2.4215568212,4.09084261933,2.30689047097,2.48431792237,2.87001598282,1.01545389543,2.95097653846,3.53888595365,2.42442758109,1.49045722907,3.48596600791,5.30750746893,4.15600718674,7.66961427097,2.94933041433,4.91280567876,203.462017473,3.8419931979,2.47039279562,2.37760872474,2.49366840879,4.54533400639,894.273460537,30.048119535,5975.56010797,2.68096514745
4.90040517716,3.20085853295,5.18107937635,5.52226288812,1.87195008631,4.73926207481,2.16142201032,2.58214938951,3.43460399417,3.4459483912,3.23097950139,3.06387589209,1.09798661179,2.57858497863,4.28766027448,5.53685743141,4.4854377789,4.44360113516,8.61622258952,1.62326381086,4.84361331387,880.139711503,3.95530486889,3.07169208985,3.92989504273,2.90102121828,4.1876103083,1370.17433332,34.0208208981,21493.0553619,1.07238605898
5.81160284103,1.23874270169,5.40182928014,1.22938354257,2.13572094767,2.48781944833,4.20407364,3.83571661165,2.36034490097,4.44760234486,4.44383615975,2.16360722088,2.65329870631,4.21940942847,3.31103747621,3.98269862513,3.51226553406,1.78444200097,9.02082513015,3.62533788331,1.93560435272,316.775743418,3.78617479058,2.55587731568,5.97120701297,1.71292164999,2.63475524586,2780.75376487,28.645492791,10983.5887427,6.16621983914
4.80070765236,2.63127133066,1.64236897642,1.3742925406,3.174393404,1.80749555639,5.55472281284,4.19636620092,2.60985797998,4.83290354228,3.07133804898,2.12136049727,4.31598778878,3.63721270738,1.80157008219,3.17321318326,4.69829809817,1.88991892455,4.0592530689,2.0438006136,4.57180244633,837.310686062,3.29560410943,1.82107303407,5.66342157186,1.13293061164,4.18688751402,4262.58394836,38.6621305556,28989.2610368,5.09383378016
1.05258974834,2.84254810973,1.88433867634,2.99338090075,1.27510513881,1.73737389376,1.92632709368,4.36710257798,4.99440659276,4.21968753062,4.89196381563,3.30231963008,4.31777467631,1.38085479095,2.25850921067,3.0292929585,4.23589593322,2.67075458143,4.45604500105,3.83094100685,4.8278879044,966.699281426,1.4586847966,2.09580485243,2.30533444559,4.6826491168,3.58910575916,4618.00726524,37.7813502235,33319.7981522,2.68096514745
1.68987168388,4.71868831769,1.45016837575,1.09287186828,3.17543090318,2.45266291311,4.8775349324,2.73472186723,4.17117531547,4.68972415215,3.13886907507,2.94772397836,1.0013411394,3.38951647515,4.56096394974,3.14170092957,5.84837281613,4.27404504321,9.32152841353,1.98097254494,1.89941567551,833.24598203,2.97898260023,3.90071726089,2.47650903065,3.51703854296,2.66228927058,4032.25302422,63.3855457165,7275.79767209,1.34048257373
1.84394288512,3.76104964316,2.99596904247,4.58737203646,4.05702852366,4.78575672865,2.88740457673,4.69800808049,3.29392251045,2.98093445219,2.45374286656,3.8086096192,1.33083795426,2.25244534232,4.01494845152,5.11583460439,5.93715462126,2.91930501308,3.40264239791,3.17103477,3.70995014087,766.429492731,1.371374229,2.03998520012,5.75244226381,1.57786696708,2.08166217156,3019.49953242,44.8167911758,38955.2482264,0.268096514745
4.29241012068,2.02019911378,2.30993749616,3.65497548895,3.3651100549,2.37582582509,5.80517077979,2.46369168142,3.0242194261,3.53706332129,1.07231786849,2.62072945204,2.11977569608,1.64387351932,1.18887272768,3.74152276691,5.75735331813,3.83562939304,7.42005463046,1.27232011435,3.71804445176,306.382414092,2.77655181702,2.86880556493,5.66529351067,4.57897791043,4.79707519406,3204.34951703,35.654569409,24384.4723682,3.75335120643
4.90448320308,4.34225035847,1.09356842991,4.71095317054,2.02756781649,4.7068298608,2.05874468559,4.44001812891,4.47021845859,4.49933543257,2.6361144991,3.46303882845,3.17940505575,3.60510016062,4.33736018014,5.69043712098,3.42095684273,3.75372489185,5.60476874097,1.60720725924,4.31669090739,218.311700814,1.10704903395,5.3502827053,4.61521750297,4.18417358982,4.43479798608,524.448839631,33.6358861927,1439.17633272,1.87667560322
5.58766909389,4.76017603834,2.45955849861,3.46045809768,3.25047657336,3.91216090202,5.58304612763,1.14757609532,4.96549339086,3.75419754848,2.34913138882,2.86754676327,2.37027746802,2.96384288277,1.03217176216,3.09612151113,5.03443415789,1.25439332085,9.03979048613,4.74080737907,4.85627582922,332.205321263,2.39063745823,5.25609343748,3.69983141612,4.70623814361,4.17050516191,579.335353301,34.5898986281,5614.74759295,2.41286863271
4.11958390942,1.35690220944,1.7341713836,1.03859797635,1.2747577016,1.33229477081,3.01084090214,1.3326711068,3.66563382944,3.26430748696,1.91360105127,2.87706250376,3.41255748163,1.05456604181,1.42754212773,5.23084741331,3.93703144907,4.05907885029,9.07969409083,2.72536355128,2.110729455,814.079744335,2.92648442314,2.08119526732,3.67966263174,4.84197888477,4.46668480759,7150.50372648,38.4602431005,199313.838498,10.4557640751
1.52535321511,1.29473886509,3.78785896403,4.05417411223,3.29883011294,3.19141886223,2.81929288852,3.05159849162,4.25879340889,3.6144949076,3.43167651637,3.44195326501,3.01770931577,4.52529873337,3.88432641971,5.37988168542,3.07704903281,3.53079157053,4.35427097868,2.60193267109,1.38660721705,792.928835684,3.82561837868,5.95102130851,2.0762018862,1.72905431395,3.71014339592,4343.04198345,33.0293395191,20914.8019271,4.02144772118
4.42009027077,1.88513096138,5.10276600091,4.64708465378,3.24383598335,4.37881436498,5.4859453199,2.06303634564,2.24790456655,2.15997531119,4.31246101809,2.44862298781,2.57004403452,1.74991779331,3.45275308696,3.83748599055,4.94109883266,2.39857658633,5.37694917365,3.31368086469,3.90345339899,183.378182717,1.80551082018,3.14983319027,3.69284341793,2.13118229342,2.78160675479,975.392340402,21.7147366258,5980.00921056,4.02144772118
3.04717420783,4.46598609267,2.55737637295,1.42491283038,2.34588859246,2.52867883569,1.00504851489,3.77778725327,2.80926759082,1.34978229549,1.55609849781,2.21875881739,2.9059562918,1.20289281922,1.98260668131,4.73994858936,4.65367545784,3.63238281453,9.16978762632,1.62945363941,3.93272911133,411.149950225,2.92984077558,5.68386194426,3.80814356104,4.22435594763,4.00881646154,4088.24736461,68.6216497026,37852.0512753,1.60857908847
4.97848084909,2.71881702141,1.58753289501,1.84666035899,1.61105519232,4.34033674718,3.18049497979,2.54391796002,2.83820987581,1.37825317567,1.47730693245,1.44462692281,2.08606274192,4.56354583258,2.18613253639,5.26619834229,3.78817031834,2.84406727514,5.0447194942,1.0651432236,4.89240827537,11.023714778,3.80786127989,1.68411235463,3.75418542294,4.73775177442,3.24376358326,58.1610348375,10.9442664571,740.835683328,4.55764075067
5.65593225185,4.07614566139,2.44562637824,1.18445397079,4.2354604027,2.50378541764,2.49099001215,4.72420128154,3.81055440498,4.66081430195,2.58003804331,3.17599255651,3.78180518623,3.95140376684,4.45780078704,5.96641593037,5.05654216583,1.1270456312,6.34921784755,4.55045381403,3.37123056613,877.45368107,2.23673783469,4.48266675267,3.49827039509,3.61299187948,2.69060617938,2138.60212355,48.9649718711,6197.00290313,0.0
3.69151128241,2.21347606022,1.47654351751,1.4517067925,1.95814947758,2.06455959041,4.2762569034,3.02136885064,3.95130500677,2.34507338495,4.69050556444,2.94512252888,4.7128840358,1.43373014509,2.73444179722,4.79641094964,5.09284899375,1.69628527878,6.66310247299,1.38212702118,3.79280616101,718.291319056,2.85023435505,3.09324192984,3.08820868626,1.23360810924,3.62803848084,6559.96280303,44.2931942081,99170.4931908,2.41286863271
3.03995445288,3.04133157802,1.07762496025,2.35478293493,3.72184357938,3.83077966007,1.13944941238,1.6605152555,4.02063907148,2.34820606504,4.72767511218,2.39520371318,2.62837835258,3.18413247237,3.11972710143,5.3244133122,5.52214856998,1.99627278941,4.87372093728,3.04371295724,4.53603893518,375.317328897,4.48939449593,5.06123751404,4.73203713854,4.15313225686,3.37950290436,777.931033894,26.728177804,9622.78310667,2.68096514745
2.35507130162,2.02170808524,5.10644409834,2.29922035938,4.81423960277,1.75891206646,1.5297737877,4.58369956989,4.08134987489,3.73339009412,3.10439254751,1.80382872644,1.95446870766,4.5910155552,1.24869365414,4.40317089417,5.77426316624,3.08588800155,6.22228474483,2.18117350053,2.14505387402,682.195924742,1.63039475872,3.43339546992,2.47270459135,4.79209429933,2.04367502509,10110.7851346,46.8100716956,32737.5962599,5.8981233244
1.95406145653,1.50520646818,5.64554546699,1.34780118119,2.20090209178,4.99523607191,1.69883165151,3.26032405772,2.8853550833,3.76867072454,4.10346883469,4.85792119684,2.09495705537,1.80042781904,2.7713394258,3.54498733532,3.50531331073,3.70527804054,7.6356268991,2.06782902587,4.31881029403,487.577159992,3.71855743912,2.34669963649,2.08849573427,2.55592316127,3.7629524369,1487.20241352,24.2134410038,15692.6473932,1.07238605898
3.77293739756,1.26692724345,3.64665730419,5.38334981745,2.44317291734,3.16879841881,5.14454699895,3.06302009433,4.1741038788,2.51464905674,2.1263531741,3.82562586601,2.42760061081,1.81028708399,3.83484990677,5.33528131039,5.01914354495,2.60332838266,8.49836264365,3.11112241173,1.31783214345,625.068611562,4.30888088407,3.53391894793,2.65309768251,1.44686180526,4.60933320819,4541.04733935,35.2009492661,22030.5325168,4.28954423592
4.56552246446,2.26910293787,2.68140239586,5.17499132751,3.47941896507,3.43225036121,5.9430642883,4.03088657484,2.20262318342,3.81084792214,4.06782872433,1.93964605612,1.05019576621,1.02902506324,2.24751865166,5.16662350073,3.30440754334,1.7272050968,7.44462820921,1.9232299536,3.41306675922,796.116086458,2.76601030253,3.49253861403,2.53314687828,3.32193519432,3.64366200097,2122.70365447,31.2342006336,19017.2117987,1.07238605898
4.75703852608,1.02869719063,5.09279177868,5.47475649792,1.70304879968,1.15792247723,5.8287510551,1.13029914055,3.91280702302,3.76728521779,3.40286395082,2.25742126454,3.63151878468,4.0593620834,1.79032720231,4.07869394649,3.0345406439,4.18544935519,3.62396491502,2.61609799843,2.98049179869,414.60234567,3.56099142767,4.14552749855,4.2391085544,4.7911469166,3.52084292496,2998.7707056,28.3825427485,14473.5615246,7.23860589812
1.43170700529,3.04741494267,3.551920549,3.70319306776,4.86677072253,3.61408880161,5.31845695876,1.56099750379,3.62540240705,3.08483033593,2.24570546857,4.055306898,3.98123174061,1.61362898385,1.51927172868,5.5702600633,5.055776515,1.43020293329,4.85277891901,3.75936726902,3.57275966103,25.9463327996,1.39176169561,3.69368095275,5.63855094612,2.6242292585,3.7621008943,163.696215519,17.1142345045,2330.02830561,1.60857908847
5.49497427865,4.1204529303,5.38737799824,1.46977750548,4.03981947318,1.81906704224,2.90255699759,1.59402059856,2.35715272387,2.24745341616,3.27740000179,2.49472273636,1.33943401497,1.80844842104,4.43654980726,5.74381679541,4.5793574121,3.75146796308,8.68271199183,3.11412187052,2.34869538646,715.69229036,1.79863338707,1.56181308314,5.08292945608,4.17144409044,3.07651651934,4029.91275485,62.8565834154,47873.2641963,1.34048257373
5.04424444123,2.09993885142,4.65167210988,1.96049342982,1.31296408815,4.82376546447,5.80480130547,3.80586091755,3.73082811279,2.97123506335,1.99806451149,3.74940936671,2.53025489976,2.94969307825,1.90370686807,3.60412111393,3.78226220881,3.74972159836,9.0355109824,4.26028914506,1.80480868077,356.893456111,2.3866550251,3.86962437981,2.83493111308,1.08643556298,4.44391109065,3140.87849641,37.7319878901,11808.923772,5.09383378016
2.68815475764,4.09467081346,3.03738622163,2.32491344333,4.32614301551,3.36482461975,1.04418269691,3.38833139292,2.35305639254,1.99222493126,3.64566006712,1.6354633649,3.59389702198,1.6802405305,1.12636994862,4.13832771768,5.64270625688,2.69514380734,8.03530293596,1.69526396993,2.81464624976,525.938887528,2.09772944725,2.50622376343,4.50950506886,2.50869147951,2.11362406779,4517.43984301,63.5599620121,54618.2961644,1.34048257373
3.53461906717,2.51984063401,2.05653139643,1.87244749918,4.48008033658,4.97313093228,3.12779387718,3.70718342474,4.47458125927,2.93782034772,2.1828845063,3.01911379796,1.60447430321,4.74911936709,4.04300314986,3.6658476853,4.93107395431,2.75412279452,6.45232771316,1.09855909669,2.19314125182,206.219340103,4.46515959472,3.97099417937,4.51143499237,3.02393463529,3.38831828756,903.256139659,24.5806110974,2484.43729858,0.536193029491
2.81964940698,4.33544843557,2.08444197015,3.82480480128,2.79321323361,2.22883768953,5.74452998213,4.92255069436,2.90212717737,4.11399378546,3.17915753507,3.84336150822,1.08362406635,4.20553269847,3.10232884508,3.68406276701,4.79826303485,1.50959554417,5.0412339793,1.37468343394,4.45816214913,924.222141666,4.96994443854,1.57259699396,3.95073583999,1.7520037604,3.37900221145,1988.08722842,51.766326441,8085.8092529,0.0
2.03799258644,3.21656379624,4.61824666634,4.13060595706,1.83433392398,1.18044572809,5.56998501318,3.48430795565,2.08351459495,1.38105242667,1.99514051056,3.80420862765,3.77917841019,2.11560985811,4.30153672978,5.66542366206,5.23099351473,1.88364377316,5.99941630251,1.03077640022,4.56472924167,424.175456192,2.80545718602,4.65723592463,2.72671180141,3.02896920574,4.21133254099,2468.82311661,40.855231805,15636.3138441,2.14477211796
5.55197453327,2.56426527034,3.29398758907,4.70833586314,1.37791180304,3.4957847633,4.15207434757,1.92895752419,3.81925452465,2.08308149448,3.71179730437,4.88225548369,4.4755079083,2.38945788725,4.07959177885,3.1848242236,4.09502239859,1.48209385208,6.28542872884,2.38841094189,4.95640745619,437.274948918,3.38215299628,5.4011606956,5.68972802793,2.67663880137,4.47769251902,720.530864622,23.1445987374,8726.86012721,1.87667560322
4.55039738185,1.96317008543,3.20617638328,3.53504705632,2.77335655748,2.70959056531,1.06680210763,4.80628563189,4.93359354132,4.69250477553,1.46022599804,4.74223833884,2.65482670503,4.89049519439,1.98517656584,5.98666946286,3.8005194809,2.2615220478,8.12405741861,1.7252358216,4.07888676514,864.591722269,4.0586397522,2.72523681873,5.76783692403,3.16492182235,4.67768196909,4813.01158705,35.2958999915,21174.3155241,5.36193029491
1.15329975453,4.63561979087,3.37865267196,4.7896590071,2.5198727776,2.70344558988,4.23832122769,2.8660200548,4.08689818322,1.26484220035,4.85244051584,4.24438002226,3.23892643362,1.2926903494,1.14712959126,3.2264555546,5.33225817131,2.27950052067,3.71540099034,2.77805660908,2.90620871613,182.87106295,2.15180072905,2.69583854829,4.98527366124,1.21078958945,4.201503194,1084.40414773,44.1880313069,17110.2739192,1.60857908847
3.49029156297,3.25072033573,3.07670856751,1.51261232383,2.79778354042,4.1415846717,5.8931010199,4.18644107958,3.82397702277,2.73165081228,4.10798155387,1.32867647178,3.55196236727,1.89890422184,4.90417551576,4.51363883708,3.46724055712,2.21366591626,6.79876313675,4.77494072202,2.93562866854,605.197889847,1.84981943242,2.65338001812,2.55105360994,4.34540758997,2.40823903011,1978.14321994,35.7108137432,5786.56086633,1.07238605898
3.68906128503,4.96428193369,2.44176422701,4.05340180434,1.97851146311,4.82925017388,5.6597762503,3.57819857149,3.11007410083,4.04556432496,4.59600055417,2.44796970401,3.41928877751,1.56135800884,3.53699426888,4.98188899091,3.46784689832,2.7475344129,3.80210988126,2.45497038626,4.11425124108,187.668013112,1.54296379568,4.10925990859,3.96673032985,4.91644771309,4.0818784381,807.835921174,37.35368835,1377.23148641,0.0
4.60844623388,1.72799699336,5.69348917573,2.75320476903,3.03910813017,4.38955647314,4.53519768712,1.81533622124,4.05906403069,3.85252077827,3.42353417537,2.20812786241,3.38223156834,2.85101024428,1.05143424114,3.22500859296,4.03592114892,2.49944720541,4.88083891306,4.08486096043,1.1507008262,294.76262218,2.68545695019,4.03336466619,4.67471479864,3.69928181613,4.82666732209,3574.97337115,31.5727255722,30191.4420671,7.77479892761
5.90966303156,4.12400130124,5.49578377077,5.99432251699,4.46432311326,2.76644913076,3.88249686857,2.63312803926,2.89427301358,2.3253193845,1.89466367679,2.79261247535,3.54190990119,3.25205117933,2.65646020603,4.54836241497,5.43796790791,3.09239147209,9.16912285106,2.98125737907,3.54415436709,519.874407364,1.42901475026,5.90897125647,2.70025528752,4.80615445102,2.2093461389,790.707314981,37.8452988988,3258.70168448,1.07238605898
3.56842068312,2.78762092699,4.77817749758,1.11547532556,1.58040431498,1.84397535013,3.86066002407,4.46018198046,2.39109268477,2.94603780852,3.21825352956,1.03936129776,2.55896657574,3.77646755657,3.91538748681,3.85997587018,4.15568226728,3.61593844987,7.18013329096,1.32982792167,4.55433818937,311.909427084,2.70259229935,1.75604087484,4.11291091157,2.61468449605,4.87620421888,2888.86371012,35.9877308599,31590.9638301,2.9490616622
3.10648637096,2.18120487882,5.93444837872,1.40953568544,3.82475414455,3.88718542474,2.7207133921,2.74791757478,4.13706526621,2.65544789064,2.55094841626,4.56073098347,4.78948992781,1.36426106456,3.1745421081,4.46571368528,4.16379165804,4.18635744509,5.40763665114,2.7698354043,4.52014687205,904.501813519,4.97253958153,4.61952598112,5.38134151278,2.72835812529,3.66434007829,8912.2044798,46.8673487946,58061.7182156,0.804289544236
